source	target	Weight_1>2	Weight_2>3
Aaas	Aaas	0.0020051998236113476	0.007194660361814091
Cntn4	Cntn4	0.0022443126357988203	0.0025710804944714663
Tex10	Tex10	0.001998543742689425	0.0024062813813537165
Tap1	Tap1	0.3713951828541849	0.05670539499827689
Cnpy2	Cnpy2	0.002763711205209265	0.02578703980678023
Frem2	Frem2	0.0020005961059389537	0.018711810926671173
Frs3	Frs3	0.001999040475017748	0.003191905591323573
Rexo4	Rexo4	0.001996375971732855	0.002005416911502675
Rhoq	Rhoq	0.0019998573998408964	0.003173696951285613
Atp7b	Atp7b	0.0020303242215061208	0.0235755216912402
Ptbp3	Ptbp3	0.0019987005470261734	0.0027934359252177444
Gnai1	Gnai1	0.002001294917642106	0.0021694338342824744
Cd3g	Cd3g	0.002031116561698327	0.00889802546651112
Egf	Egf	0.0019989385060348148	0.017638233719899064
Rbm28	Rbm28	0.0020002410688057443	0.005034987006358152
Tab2	Tab2	0.0020020392894364897	0.003366268407966692
Rac1	Rac1	0.0019973211314219925	0.003644891734891968
Mpi	Mpi	0.0019964960520923738	0.0020207751045113924
Hgh1	Hgh1	0.002382615475732355	0.03176023503187936
Crlf1	Crlf1	0.0020010232952556973	0.002013675558911918
Bmp4	Bmp4	0.004148516770790324	0.026888129825511153
Fzd9	Fzd9	0.0020118344045419534	0.008251055237768019
Ttc4	Ttc4	0.0020049056878033997	0.005190507874826194
Ssr2	Ssr2	0.007144691773999896	0.03260156391015613
Lnp	Lnp	0.0019975347753391024	0.00200810836772855
Spidr	Spidr	0.002017938420843868	0.03172415787271107
Abca7	Abca7	0.00199832294721084	0.046069980629954724
Nkd2	Nkd2	0.00201628444662531	0.002203573551391412
Apba2	Apba2	0.0021183354826368574	0.00886857060039503
Galk1	Galk1	0.002002736163142737	0.002043906009203592
Scyl1	Scyl1	0.001997119726801303	0.002166758391621981
Dnpep	Dnpep	0.0019978664143598516	0.0025112109480674998
Ppil1	Ppil1	0.0025753263452312786	0.008473766282985922
Aplf	Aplf	0.0023254844455380713	0.0034752220118972102
Ctbp1	Ctbp1	0.0019987693204586315	0.004554703034372681
Klc3	Klc3	0.001996697148670211	0.011451293399276977
Lif	Lif	0.00200850243623647	0.002552667412089535
Vamp5	Vamp5	0.002421939486970217	0.009263650782722505
Tph2	Tph2	0.0020229048388792684	0.0080288199247914
Ncf1	Ncf1	0.016519145736999703	0.09315307007134964
Lonp2	Lonp2	0.0019964167992751495	0.0028406164214655315
Asb2	Asb2	0.002013436833515829	0.006207981459992673
Cryab	Cryab	0.0019966291694071903	0.029519197412066565
Ndc80	Ndc80	0.0020122526565795927	0.033158346146222505
Jak1	Jak1	0.0019977800301537283	0.004958702783135368
Vdac3	Vdac3	0.001997856177688775	0.0021418824201364685
Uba6	Uba6	0.002004190408380328	0.007493597824025622
Otof	Otof	0.002095503251330169	0.05728037127126557
Snx31	Snx31	0.002000679565862256	0.053185267424757654
Nek6	Nek6	0.00200137480081452	0.002103969380867268
Clspn	Clspn	0.00200661636105862	0.08729388743919396
Sf3b4	Sf3b4	0.001999156938453884	0.012696794844218132
Txnl1	Txnl1	0.00199722935295359	0.009067068611914154
Mark1	Mark1	0.001999995365584391	0.002172426116770248
Stil	Stil	0.006945605384423394	0.006976166058475968
Lamp1	Lamp1	0.001997254578349536	0.016044078282799107
Itsn2	Itsn2	0.0019978360793417725	0.0033820735364465076
Mfap4	Mfap4	0.0020294846377250956	0.0025036581632283416
Prdx4	Prdx4	0.0019974871274175093	0.002047845022489484
Brcc3	Brcc3	0.0020010983957130884	0.0032400166362573724
Wdr24	Wdr24	0.001998774619124546	0.002031631964384179
Car10	Car10	0.002001700648578289	0.002736623749219632
Nid2	Nid2	0.0020179511031701027	0.005601118160281211
Rbm3	Rbm3	0.005968503793004315	0.06286087970151906
Rxra	Rxra	0.004528501474924552	0.013449323050461046
Gnmt	Gnmt	0.0020255283319602036	0.003021456841674801
Klhl7	Klhl7	0.00200141124551715	0.0043995775604896556
Bard1	Bard1	0.014578377679595257	0.01873635865708071
Nrn1	Nrn1	0.0019997489946169083	0.011171646861026606
Ksr1	Ksr1	0.002001117678343861	0.0033560630159695246
Vhl	Vhl	0.0027582644747558673	0.007904841749964212
Cog2	Cog2	0.0019991195728409003	0.020384902980727197
Bid	Bid	0.004636842423888169	0.005222042706869709
Med8	Med8	0.0019966450095648867	0.0031256582231181593
Erbb2	Erbb2	0.0020047479941176565	0.009797803758529282
Psd4	Psd4	0.002004918859277849	0.0034371514849171354
Stk39	Stk39	0.0020000544305623083	0.0030740182941387533
Uchl5	Uchl5	0.00427476392449599	0.006170925459014987
G3bp2	G3bp2	0.0021636020059351583	0.0026877641653401956
Alx4	Alx4	0.002013459519487088	0.0922128772990446
Il11	Il11	0.0020785622343393365	0.036851730133545875
Dok4	Dok4	0.0021082969726814687	0.0024660115500412397
Ppm1l	Ppm1l	0.002000221970364387	0.010222142867712353
Psmg3	Psmg3	0.001998102793960626	0.0022086881331771346
Aif1l	Aif1l	0.0039314521124123	0.021658476453445586
Snai2	Snai2	0.0029612989292603074	0.007226412873389602
Pde6a	Pde6a	0.010783202340060288	0.020961353312002835
Gulp1	Gulp1	0.0020142056865499504	0.005691018923677898
Clnk	Clnk	0.001998580971902487	0.005451397857154155
Strn3	Strn3	0.001997362952197511	0.002583728170862541
Tgfb2	Tgfb2	0.002001941787101686	0.015066092213736261
Lias	Lias	0.001999666520188054	0.0022981292443159658
Tifa	Tifa	0.12865727331305385	0.0810514233894658
Map1b	Map1b	0.002005417505058197	0.012610543741608903
Stk40	Stk40	0.0020022302982374614	0.0022409694402616177
Ccnt2	Ccnt2	0.001998026837226349	0.007460150110649426
Pax5	Pax5	0.002009362757522347	0.026970539843122605
Hdac8	Hdac8	0.015141237380106287	0.021607935273042098
Ddb1	Ddb1	0.001996627980711175	0.002180899214564109
Egr1	Egr1	0.02460761286143933	0.0252306604939556
Nisch	Nisch	0.001999024073514749	0.0021267006642921773
Dlx1	Dlx1	0.0020395977573327293	0.002041270515465956
Exoc3	Exoc3	0.002000508821860726	0.004970086650223546
Il3ra	Il3ra	0.0036644618264121296	0.053175501870081236
Lpxn	Lpxn	0.0020135287260134543	0.010622794058291847
Il4ra	Il4ra	0.017058613719126876	0.018213427222199062
Ntng1	Ntng1	0.002002799241625759	0.002035857719124932
Wnt5a	Wnt5a	0.015375784795509261	0.016098719391213243
Rhpn2	Rhpn2	0.006449944009716933	0.08313555021745134
Msln	Msln	0.002014988027570295	0.08541737890507632
Rbm7	Rbm7	0.0019978115340114513	0.01962893144536041
Efnb2	Efnb2	0.004168022117034339	0.003039789387939063
Mast1	Mast1	0.0022003981299270245	0.002667831880539072
Kat2a	Kat2a	0.0019967702029801875	0.0025123278555361063
Kif15	Kif15	0.002010626070294689	0.09386281351315884
Lef1	Lef1	0.002015429645411792	0.002643005879725683
Ddi2	Ddi2	0.0020010387192057407	0.002351751284688196
Sdc4	Sdc4	0.003975062177099291	0.006698959100889793
Ifit3	Ifit3	0.4840974852810221	0.07980447677672677
Cntfr	Cntfr	0.0020888712104314496	0.002250426009719878
Dhx36	Dhx36	0.0019983703102913917	0.0021701597834747803
Gas7	Gas7	0.04120689810840287	0.05902097459600578
Hdx	Hdx	0.0030560466793378687	0.004384138230201903
Lmtk3	Lmtk3	0.0020088754692515805	0.09689327626145458
Copz2	Copz2	0.0030976881747581775	0.0031271776457789543
Nfrkb	Nfrkb	0.0020012310834288897	0.008736375485603087
Stt3a	Stt3a	0.00199630607965212	0.002123000617138193
Zhx2	Zhx2	0.001997294906305599	0.0021080186040341605
Six3	Six3	0.0020355024872651156	0.024115304789672967
Msto1	Msto1	0.0019984496806741297	0.004910980380551263
Syt3	Syt3	0.0031041446360154565	0.0031315828285095443
Ubr4	Ubr4	0.0028837486100082603	0.007275639938962502
Abcf3	Abcf3	0.0019990248382166322	0.002168451635878217
Sall2	Sall2	0.001999430451841475	0.0020202120067832484
Ing1	Ing1	0.002005447734512084	0.013829769590580236
Spc24	Spc24	0.0020249584240823936	0.0024608086226251403
Cd151	Cd151	0.001996442007723266	0.013363649883900562
Sox18	Sox18	0.0020048495323191137	0.015435822572791835
Pax9	Pax9	0.0020290383348469626	0.002050723314449335
Myo6	Myo6	0.001996171532938996	0.020174652196125645
Wdr19	Wdr19	0.002627020099360471	0.014289336141405061
Nhsl2	Nhsl2	0.0030918416288832538	0.010854394849048592
Pcid2	Pcid2	0.0025612442897663254	0.004177491420965975
Cpsf6	Cpsf6	0.0019970389824110696	0.002171157929461287
Arpc5	Arpc5	0.001998202986030196	0.0033960853768769442
Unc5c	Unc5c	0.0020062372380672097	0.018792890197194736
Casc3	Casc3	0.0019970401955188245	0.006881335791326664
Klf10	Klf10	0.002002525104444383	0.002004244697603127
Aifm1	Aifm1	0.0019985293807675223	0.002133920793428034
Flnc	Flnc	0.0020185219891587195	0.023787049671958937
Sufu	Sufu	0.0020054474006763363	0.008198272147986045
Epha7	Epha7	0.002000056135824101	0.005971326383598899
Kdm5d	Kdm5d	0.002007779362315618	0.0024464459732617063
Dym	Dym	0.002096584323393935	0.004242179324806428
Phf2	Phf2	0.0019979621899674535	0.0022775435505644082
Hic2	Hic2	0.004952684439618767	0.008035699229628754
Acsl3	Acsl3	0.001996918716890814	0.0020257123179707017
Mcl1	Mcl1	0.0027214130771518407	0.017784067336911624
Capzb	Capzb	0.001999121976484643	0.00840553606849395
Ptbp1	Ptbp1	0.002575886609773804	0.002757944746499592
Nav3	Nav3	0.00753782927022873	0.07594604461498239
Nup98	Nup98	0.0019970190406212113	0.002415981809659543
Jmy	Jmy	0.0020036642904920376	0.003743798531188995
Bdp1	Bdp1	0.0020016242693668613	0.0020323627705309735
Tgtp1	Tgtp1	0.07023021163835284	0.010495686624778544
Fancc	Fancc	0.0020082043613167447	0.002594515819804438
Plce1	Plce1	0.03223028022479596	0.042183917718804316
Kalrn	Kalrn	0.007032035854768569	0.010713991596225615
Mc3r	Mc3r	0.0020084025768284755	0.0023565886807485254
E2f2	E2f2	0.0020036882837853784	0.017627944961921098
Apex2	Apex2	0.0020093350277353267	0.0041456397651345
Akap9	Akap9	0.002140524923713016	0.003197829620668571
Uchl3	Uchl3	0.002808634183518908	0.03298892265553537
Dhx57	Dhx57	0.002659725412171003	0.009969261404647522
Dmd	Dmd	0.0019976134923229572	0.015019958065378085
Abl2	Abl2	0.0019970006359564013	0.0059568539106386875
Plcg1	Plcg1	0.0021388158934550136	0.01171041440771428
Lsm3	Lsm3	0.0020036127659793478	0.013731884713733104
Cul3	Cul3	0.001997707669609114	0.006806873313744673
Ddx25	Ddx25	0.0020017382690929162	0.002019201835817153
Axin1	Axin1	0.0019966808737483356	0.004848830574897749
Ppie	Ppie	0.0020094131125911303	0.008694600661624943
Hap1	Hap1	0.0020014114931036597	0.00443449775762472
Ace2	Ace2	0.00200635809421082	0.0025824790316460555
Sfxn3	Sfxn3	0.001997288881071699	0.019789089004724616
Ldha	Ldha	0.002885716019013862	0.01975303661549526
Rab8b	Rab8b	0.0019999826330503317	0.028969500092786753
Traf4	Traf4	0.0019964618310595733	0.005359120823152268
Dpp6	Dpp6	0.002000494407378162	0.0023154076996231314
Skor1	Skor1	0.001997168430589126	0.020101132876258084
Srpk1	Srpk1	0.0020038792392705115	0.004134210377913023
Trpv2	Trpv2	0.0019982502807376285	0.003247595175815666
Kctd1	Kctd1	0.0019972908644112714	0.01582781263387147
Mdm2	Mdm2	0.002001929206539348	0.0020978336928458934
Ccna2	Ccna2	0.0020057242061166007	0.002551844691750647
Med15	Med15	0.005296766631926175	0.005413482242308175
Reep3	Reep3	0.00200386009466462	0.006410825874865675
Sgcd	Sgcd	0.001999640494092808	0.020440282009344782
Pex10	Pex10	0.001998062242615416	0.005601975624858002
Lims1	Lims1	0.002811719787486273	0.0031563127859323818
Satb1	Satb1	0.0020022905440305076	0.002257817201826497
Zfp30	Zfp30	0.001996505774926652	0.0040846352224655985
Tbx3	Tbx3	0.0019967675895710235	0.003257074507569687
Hmga1	Hmga1	0.001996796679140842	0.0061014888458798345
Vat1	Vat1	0.0019979909009175275	0.0020548496427704546
Aqr	Aqr	0.0019968629566648193	0.0020931493948928115
Sf3b5	Sf3b5	0.0020046452607737583	0.006337920288323353
Fgf23	Fgf23	0.0020240977916916483	0.03506084068097754
Zmiz1	Zmiz1	0.00199933601378036	0.0236792539699416
Cnr2	Cnr2	0.002018604374125944	0.0036900619203723423
Cadm3	Cadm3	0.001998507677498591	0.002555203415293014
Med27	Med27	0.0020020390685399603	0.00204219782023947
Timp4	Timp4	0.0020180111150285046	0.020209058262737726
Snrk	Snrk	0.0019996080381906433	0.002296649324424934
Nlrp3	Nlrp3	0.0020299053059807948	0.08594797858268197
Dtx1	Dtx1	0.001996757899450926	0.0511417347041125
Ror2	Ror2	0.004992604885723662	0.0055444256814929605
Sntb2	Sntb2	0.0020052941483669853	0.007230351179493608
Ddx10	Ddx10	0.0021967743322842117	0.009912523114393574
Kctd3	Kctd3	0.0019973727238060375	0.0034790830717434415
Fhl5	Fhl5	0.0021305878245299445	0.006925982134518771
Fgfr4	Fgfr4	0.002052048925042113	0.0025878216955931613
Txlna	Txlna	0.002002375668774835	0.0021050023075068255
Pusl1	Pusl1	0.0028206288571506195	0.002876185058686016
Pltp	Pltp	0.001997796508457858	0.030583051425832796
Tbpl1	Tbpl1	0.0020009040841538492	0.002124895421252181
Wdr26	Wdr26	0.0020822464370081266	0.002219480361428961
Larp1	Larp1	0.0049496303975795665	0.004950655562339285
Fcho1	Fcho1	0.0019994349138850467	0.010464519561685379
Pdia6	Pdia6	0.0039826584119223895	0.009841447115019195
Bnip3	Bnip3	0.001999624097041944	0.002857254688395656
Os9	Os9	0.002783194373360022	0.002822984964900556
Vcam1	Vcam1	0.003618147931315935	0.05532246564160824
Wnt3a	Wnt3a	0.002151212675595442	0.002658754107802788
Fzd3	Fzd3	0.0020003651188501585	0.016978726304588045
Eif3m	Eif3m	0.0019967733659193923	0.0021979059227980437
Trim2	Trim2	0.001996756884355127	0.002463126093360259
Syt11	Syt11	0.0019988922632370562	0.00513582760080621
Cntn3	Cntn3	0.001997720079319073	0.0037136028847602454
Mc4r	Mc4r	0.002002964213782319	0.011988769855833623
Limk2	Limk2	0.001999139065153243	0.005090152777916221
Arrb1	Arrb1	0.09307108598697944	0.08754306676113276
Lzts3	Lzts3	0.0020008502007951173	0.004441826957889465
Mbp	Mbp	0.0020031733370021432	0.02063343644372918
Irs1	Irs1	0.00991251540225608	0.012413208829307132
Vgf	Vgf	0.055229137924457425	0.08580006729825095
Tecr	Tecr	0.004651512105400341	0.014417562370311407
Nsa2	Nsa2	0.0020036440761056346	0.016067035377393547
Mzb1	Mzb1	0.0021723565203007073	0.0028038135711010623
Cd19	Cd19	0.0020125656484461926	0.00920101766648519
Pex1	Pex1	0.0019980926468375114	0.0036917937421715903
Hmga2	Hmga2	0.002133256398373766	0.0022443170295160107
Med12	Med12	0.0020067126582937506	0.03193221870340781
Timp3	Timp3	0.002001865607033153	0.002054649034351273
Anxa1	Anxa1	0.012577770971887448	0.06400819240108813
Cdk2	Cdk2	0.00242995720504106	0.005125420179288038
Aurkb	Aurkb	0.002033815568049687	0.04229299851668576
Nphp4	Nphp4	0.0020072376500804537	0.006068285222800559
Kank3	Kank3	0.023623625298705285	0.08157330399710534
Pde1a	Pde1a	0.0020135764989689365	0.09384331365422781
Oxsr1	Oxsr1	0.0020019383755044973	0.008076204992284172
Taf7l	Taf7l	0.002005530533000004	0.0033914050462787787
Syne3	Syne3	0.006516530751177981	0.00893396855489502
Med16	Med16	0.002002785205598265	0.005382688950448923
Mysm1	Mysm1	0.001999907956254121	0.004141895260573207
C1ql4	C1ql4	0.010381734057075894	0.010456391015874082
Pin4	Pin4	0.0020007872417097043	0.004551916341162794
Runx3	Runx3	0.021801811140864966	0.021875793727298642
Elk1	Elk1	0.002001763804812623	0.01328907646472629
Mtss1	Mtss1	0.001998062628193905	0.005175979113995394
Orc1	Orc1	0.002003545883085004	0.03363993570491242
Wasf3	Wasf3	0.0020012538063654264	0.004105058338323971
Elf5	Elf5	0.0020180972181426623	0.019982055445120033
Csf1r	Csf1r	0.0019969187731708323	0.0023541609625119192
Ppm1e	Ppm1e	0.002002678699736538	0.008672649291260454
Synpo	Synpo	0.0030629027717285857	0.004255808329665784
Pnkp	Pnkp	0.0020063548902384716	0.0029445557951374136
Batf	Batf	0.002132674526507985	0.02505101785164839
Atoh8	Atoh8	0.0020167722985609854	0.007656849459006385
Hcst	Hcst	0.0020008805403847504	0.049059210087300735
Nfat5	Nfat5	0.002001753588414596	0.009888356600837091
Fgf10	Fgf10	0.002043225820791628	0.006049249400660985
Gria2	Gria2	0.0032352554129323995	0.006426736539193692
Espn	Espn	0.0019988541345725753	0.009095735518511467
Nr5a2	Nr5a2	0.0020194898298910497	0.00947044424166052
Kcnh2	Kcnh2	0.007555991434764067	0.007575029255136202
Wdfy3	Wdfy3	0.0020982826887580236	0.007744181334942762
Exoc7	Exoc7	0.003835629549418696	0.01089459362653081
Bcl9	Bcl9	0.0020027382480800704	0.0037856698607031296
Gpc3	Gpc3	0.002931318030080802	0.004521999673106024
Sike1	Sike1	0.0019977436098815625	0.0027576592927127824
Uba5	Uba5	0.0019966387141236485	0.00676483895126767
Rcc1	Rcc1	0.002001965095788196	0.019068327148610894
Chd8	Chd8	0.002116404948826233	0.034480473760366635
Cap2	Cap2	0.002009269435546251	0.0022042406696722657
Cd3d	Cd3d	0.0020138043568893103	0.004764990229108271
Rgs6	Rgs6	0.0527289699060556	0.05277093116891495
Xirp1	Xirp1	0.030936664814692826	0.036261910935065415
Mtch2	Mtch2	0.001999760931243388	0.0029343236075201557
Cpt2	Cpt2	0.0020026732327443073	0.01400069239563052
Mep1a	Mep1a	0.002040430881078562	0.0028326726954408044
Ripk1	Ripk1	0.0023563327260026925	0.0025410970333763034
Ddx56	Ddx56	0.0031312976185434447	0.0031316535006612627
Glrx5	Glrx5	0.001997474590372291	0.007534270102642955
Xpc	Xpc	0.001999056676430317	0.004097788971269628
Sgcg	Sgcg	0.002116349767888456	0.019317606614538727
Adrb2	Adrb2	0.005933851608941038	0.06503271996669144
Tnip1	Tnip1	0.0020030381552687757	0.0020328156969754087
Pdia3	Pdia3	0.001997959049247749	0.016898506289740798
Gpx1	Gpx1	0.0020027517692282164	0.007507204686376085
Pan2	Pan2	0.002757968758227427	0.028605334439508526
Ptprn	Ptprn	0.002189638271674864	0.002192526627500472
Tlr9	Tlr9	0.002000995526489721	0.00705121541246784
Hdac6	Hdac6	0.0019965334195585645	0.009243242449306861
Cela1	Cela1	0.0038269439748714875	0.003830619224549802
Rbm25	Rbm25	0.002005832761482167	0.02136129676141698
Unk	Unk	0.0020033677805587923	0.013141243890140859
Dmap1	Dmap1	0.0020018114016345187	0.0020123442751899838
Ddr1	Ddr1	0.001998698572278988	0.01393329130953617
Get4	Get4	0.0019996468514576126	0.002012814748173622
Rfx8	Rfx8	0.0020260835717864543	0.010387972522722859
Med4	Med4	0.0020001694989375454	0.0033637144285301054
Bmp2	Bmp2	0.012517993643817624	0.017441813259465967
Sh2b2	Sh2b2	0.0020144073121154023	0.04400868077750595
Ipo11	Ipo11	0.002002193910386122	0.00200444451952424
Pum1	Pum1	0.0019980877758675086	0.002674992431086298
Taf1a	Taf1a	0.004810131735277985	0.004843316496551334
Parva	Parva	0.002001732143945479	0.0023757250801196717
Hdac2	Hdac2	0.0019964349212185043	0.005493828143585647
Wasf2	Wasf2	0.0020038027751358546	0.0022094620675033507
Nwd2	Nwd2	0.002000116488580098	0.012623780173348299
Cry2	Cry2	0.0036071321374548776	0.009660225782457996
Id2	Id2	0.0020071449374730026	0.0022612817477157873
Mxi1	Mxi1	0.003114170809809355	0.0033868737278615513
Cpeb3	Cpeb3	0.002000410052793549	0.004910581714100957
Senp1	Senp1	0.0019961347721129796	0.008220706824411356
Tram2	Tram2	0.0020007281026149276	0.020525343368388925
Gsk3a	Gsk3a	0.001998381165079052	0.002063332717553533
Ern2	Ern2	0.0020090619406449707	0.010911479565430211
Ift74	Ift74	0.002003877900375605	0.0022043541059977665
Cnot3	Cnot3	0.0019977411380084336	0.00663305644461376
Smad1	Smad1	0.001996691099180216	0.0020009746493647408
Polh	Polh	0.001999897863897217	0.009672352961962524
Fibp	Fibp	0.001997465709545097	0.0020020659707059955
Actb	Actb	0.0019994076118139757	0.009546618046345514
Prg2	Prg2	0.03375580374423101	0.15959182127317545
Ddx55	Ddx55	0.0020085973099029392	0.011037374952704484
Rtp4	Rtp4	0.40672561666421814	0.014838881744845059
Phc1	Phc1	0.002001915219772049	0.00312791696100377
Bag4	Bag4	0.001997643999835193	0.005453068336166985
Fetub	Fetub	0.0020532012972329728	0.0065073023515179575
Atp4a	Atp4a	0.002103782481856175	0.03586221197726039
Pzp	Pzp	0.0020268842288294043	0.018806626605629463
Anln	Anln	0.001996440337185718	0.0019991214141691282
Ncan	Ncan	0.0020001560658966682	0.003922521784636006
Ppt1	Ppt1	0.0020014283899651595	0.006391319702283668
Grid1	Grid1	0.002005892773975769	0.01521185857147085
Zeb1	Zeb1	0.0019988885578147474	0.006884151579265597
Myo3b	Myo3b	0.0020616844890830994	0.0669404939561267
Stag2	Stag2	0.001997000792029634	0.0021100935183917023
Mkrn3	Mkrn3	0.002045903895548529	0.014003985252703516
Znrf1	Znrf1	0.0024163015676027283	0.007280301148024194
Gltp	Gltp	0.010279893918850742	0.02865229619130895
Ehf	Ehf	0.0020167979561843833	0.04004340344398726
Tet2	Tet2	0.00199831130719627	0.002240692706873514
Plk1	Plk1	0.0020382504319480087	0.05029589426825573
Wnt4	Wnt4	0.0020154464931345754	0.05593309359813307
Tuft1	Tuft1	0.002009648491126236	0.0067639489324226795
Men1	Men1	0.0019969265675752763	0.013111360366195436
Nde1	Nde1	0.002002262990302861	0.03550697969769282
Dapk3	Dapk3	0.002002456342396882	0.022850776531336606
Nfil3	Nfil3	0.002005361571665344	0.007886961615378005
Carm1	Carm1	0.00630166276483945	0.007050182181718594
Tor1b	Tor1b	0.0019977307006446617	0.0029921691278533375
Nos3	Nos3	0.0020100244277546134	0.021048366386101785
Nedd1	Nedd1	0.0020083484845197833	0.00627298074252401
Hes1	Hes1	0.0020005526602483313	0.005616058531059327
Ddx3x	Ddx3x	0.001997284303097117	0.002050023598287185
Xdh	Xdh	0.01135124977929756	0.04455039524639189
Tgm3	Tgm3	0.002070009683891535	0.002111718128930177
Sntb1	Sntb1	0.02302681526945743	0.058080607571908444
Tgm2	Tgm2	0.001999284097652604	0.00579789748863617
Lrfn2	Lrfn2	0.002006489503828422	0.0020117267741249765
Nip7	Nip7	0.002010426418143563	0.011185449093272801
Cd63	Cd63	0.01731110387540942	0.03698623600079286
Nkrf	Nkrf	0.0025145564739353417	0.005278336539857003
Mbl2	Mbl2	0.001999933933762578	0.07235204932195548
Myh3	Myh3	0.002048979016626953	0.021810322800217455
E2f4	E2f4	0.00199789597755098	0.0022757268242620684
Casp6	Casp6	0.0020026787976692197	0.014330925435857012
Slfn9	Slfn9	0.07044467330182551	0.005256611204873517
Rptor	Rptor	0.002000678641755249	0.005122700359791041
Foxj2	Foxj2	0.001998676698423963	0.002080978178459656
Gon4l	Gon4l	0.0019976936499817143	0.00846431361811712
Araf	Araf	0.0019961865077498943	0.0027959828667100607
Fis1	Fis1	0.0019982878213761213	0.002555638267079337
Plcl1	Plcl1	0.001998948004708497	0.0021376039405023453
Rbbp4	Rbbp4	0.0019975445977079846	0.0027153919708044014
Lpp	Lpp	0.002005457434362229	0.0037736952588413885
Glmp	Glmp	0.002003356684105195	0.011426845925791332
Tmx2	Tmx2	0.0019993421106078847	0.006078087330899397
Drg2	Drg2	0.002200431516301967	0.005691053297822408
Dcaf6	Dcaf6	0.0021030304373856903	0.0021215914354093582
Nova1	Nova1	0.0020106016130775513	0.008572576471929022
Gpd1l	Gpd1l	0.0020062651073808487	0.004881242814364792
Xpa	Xpa	0.001997837676350474	0.007166022846354855
Gcc2	Gcc2	0.0019977504887801843	0.002023157119284504
Mtpn	Mtpn	0.0019986580429225587	0.005532724790182895
Ubac2	Ubac2	0.0019995036951166033	0.0024064477667862984
Sept2	Sept2	0.0023606849607746873	0.006929486867686913
Ipo4	Ipo4	0.0037788405428784574	0.005024247689859862
Grk6	Grk6	0.0027544657306869396	0.0060884477145740955
Dhrs4	Dhrs4	0.0020109089840774142	0.0024107209434346285
Cstf2	Cstf2	0.0019975149096839243	0.002556909553570532
Skap1	Skap1	0.0020192310351016545	0.03754832002842574
Bcl7c	Bcl7c	0.0019978368177353766	0.006236782070255433
Acd	Acd	0.002004024439882714	0.0020040306464865995
Nav1	Nav1	0.015992870915587206	0.03304942445063351
Maf	Maf	0.0026329108302043966	0.005997031944980972
Nelfb	Nelfb	0.0020032996884896998	0.012191056420285727
Kcnk2	Kcnk2	0.0020089329978075342	0.006210299647831474
Cpsf4	Cpsf4	0.002014464823584741	0.04608795801417855
Msrb3	Msrb3	0.003603180662693461	0.008511005223409585
Fhl2	Fhl2	0.00931870774249886	0.14048994358657044
Fbxl3	Fbxl3	0.0020011550442880907	0.00871938617274266
Wnt5b	Wnt5b	0.0067676071680415695	0.007736676108354078
Phc2	Phc2	0.0020011530814850937	0.0031400461411759087
Dvl1	Dvl1	0.0019977603186661203	0.0020857742849432056
Uimc1	Uimc1	0.002010447273205312	0.005473081528892228
Farp1	Farp1	0.0019968238745602515	0.002036637029242324
Jam3	Jam3	0.0020003825920062576	0.015450129990004497
Asah1	Asah1	0.001999093498564038	0.002558506798340107
Csrp2	Csrp2	0.001998357298597774	0.007976351590217862
Tbp	Tbp	0.0020065469011267944	0.00816134463767457
Nanog	Nanog	0.002033611474525869	0.0027979575279298767
Tpm3	Tpm3	0.0019967045959829624	0.002470513867974026
Git1	Git1	0.002091259733650274	0.002113332066221477
Apobr	Apobr	0.002018053277541036	0.0840124864630175
Cenpk	Cenpk	0.002019675256630954	0.008329104330637358
Nlgn1	Nlgn1	0.0020059309497428676	0.004944791310373121
Myo15	Myo15	0.017983272178575267	0.01894539269056052
Stx1b	Stx1b	0.002000494619908294	0.0020413765608084636
Ccr9	Ccr9	0.002028151131379927	0.014172077016794776
Fkbp9	Fkbp9	0.002002936617019417	0.0020060192778532746
Dll4	Dll4	0.001997205042301168	0.001996973589281783
Ip6k2	Ip6k2	0.006156918893233386	0.01291919807960863
Tbcd	Tbcd	0.0020022571926521016	0.0022619937739295675
Tnpo3	Tnpo3	0.0019979117281131225	0.0056851314710859415
Vapa	Vapa	0.001998983396216048	0.014209564194819255
Ubr3	Ubr3	0.003214715729932816	0.008834544938111538
Nle1	Nle1	0.0020046497118996046	0.004923089950081501
Carf	Carf	0.002010964031635336	0.002035977192856571
Mocs3	Mocs3	0.0024289042858889093	0.005540533349165417
Cipc	Cipc	0.0019967830507002077	0.0020434589559717906
Ube4b	Ube4b	0.0019992344801458783	0.0024256133070480897
Rgs2	Rgs2	0.002003218749842711	0.004802262765248425
Chmp5	Chmp5	0.0019992368698234066	0.00288251124741525
Unc5b	Unc5b	0.001996935814851425	0.002244922960738225
Olfm4	Olfm4	0.0020059540274192677	0.023302199025547712
Ciart	Ciart	0.018168141161440065	0.07745261718120999
Itsn1	Itsn1	0.0022681910662400704	0.0020969650886590342
Chp1	Chp1	0.0019968542567279203	0.0020746355119954083
Mpdz	Mpdz	0.0019975889776877114	0.0024975066369743158
Mtx1	Mtx1	0.0020016295111044058	0.003107248637005925
Copa	Copa	0.0019990664369026875	0.0023069800164190924
Smyd3	Smyd3	0.002002463164677664	0.0020154405028459514
Pmvk	Pmvk	0.0019970178050901857	0.018583064487578706
Ptx3	Ptx3	0.002008936114831786	0.012932362999107582
