source	target	Weight_1>2	Weight_2>3
Rcor2	Rcor2	0.0020090474882604533	0.014292274915000364
Dact2	Dact2	0.002005150748240179	0.009054205487176894
Ercc8	Ercc8	0.002013013509640286	0.004529851899383764
Mprip	Mprip	0.0021655212597334974	0.003453870767053212
Tnpo1	Tnpo1	0.00212876396687079	0.002286413641241841
E2f6	E2f6	0.0019973980212005284	0.009363596913279868
Ap2m1	Ap2m1	0.001998540198182574	0.002960330865850685
Pigf	Pigf	0.0019984645224334825	0.0030904280139354813
Dok1	Dok1	0.002003728873761148	0.005362188133030585
Strap	Strap	0.0019993126244773844	0.006788058199352162
Ndrg2	Ndrg2	0.006300465032742205	0.006058045036690203
Pld1	Pld1	0.0020002466582127137	0.0020028468727709917
Nfu1	Nfu1	0.006611350590303876	0.013261918577794051
Klf9	Klf9	0.02463317039679999	0.024676772535148918
Lbr	Lbr	0.0020089694767518344	0.006932534033112736
Cdc5l	Cdc5l	0.0020022733840100956	0.003837247260491565
Rgs12	Rgs12	0.00226379962132736	0.002266897850771618
Epha1	Epha1	0.0033889637270350663	0.00903146832432395
Vps25	Vps25	0.002002374815536818	0.01960970494114376
Tox	Tox	0.002019737046973328	0.01077227573065279
Nr1h3	Nr1h3	0.0020134809583744443	0.014316316765416377
Rfc5	Rfc5	0.0020102603123023687	0.008769899089005636
Mbtd1	Mbtd1	0.001999583632435933	0.006532440274605377
Anxa6	Anxa6	0.0020736031556821254	0.0021718724511124313
Naa25	Naa25	0.001999623272248363	0.004768129125170674
Vwa8	Vwa8	0.0019967753728215476	0.00520660898867006
Grm7	Grm7	0.0020002194084048092	0.003031624673824513
Ube2s	Ube2s	0.0020014489044383145	0.0024265836599070296
Mpp3	Mpp3	0.0020071080518495	0.0026176801458183824
Khnyn	Khnyn	0.0020034224533069926	0.002123079835729249
Rpf1	Rpf1	0.003797268975133241	0.004006880432212151
Akap1	Akap1	0.002002369507003078	0.010022148965604412
Adcy3	Adcy3	0.0019987184449697954	0.008456625761861477
Asf1b	Asf1b	0.002042123466900118	0.010552285601748162
Wnk4	Wnk4	0.06510772946801821	0.1126096441989993
Ttc23	Ttc23	0.0021919206908690664	0.004178210301200096
Ddc	Ddc	0.0020135334692982596	0.002013863200548656
Lamc3	Lamc3	0.0020031210229770743	0.004838302064577286
Ebpl	Ebpl	0.0020000951422556312	0.0021559455062720874
Cdc20	Cdc20	0.0020334300911223303	0.004948273821622241
Ppid	Ppid	0.001998932365531281	0.016939902356855965
Dph6	Dph6	0.0019979207609651085	0.0025115589201112733
Hpca	Hpca	0.004205607005322698	0.0052037307471432944
Tia1	Tia1	0.0020037690262312267	0.024996159956233846
Tlr7	Tlr7	0.002031323922624385	0.0022175628308828774
Lrp5	Lrp5	0.0020054797739890847	0.009160343059300339
Gpr17	Gpr17	0.0020110399890699514	0.0026694845666328
Fnip1	Fnip1	0.002102381698205527	0.02457643197874841
Pcbp3	Pcbp3	0.002000445697361055	0.002067363096309081
Rtn1	Rtn1	0.0020006196136182455	0.002167373772692901
Elf2	Elf2	0.001996517301405074	0.0020184523953957886
Ipo5	Ipo5	0.002000950200163492	0.0020318472197943336
Gpsm2	Gpsm2	0.00199880850331705	0.0019994705178409617
Esr2	Esr2	0.0020113024867685707	0.004545347501722561
Cd79b	Cd79b	0.002042448866636414	0.012804414640139563
Brpf1	Brpf1	0.0019974569466564215	0.0020814653673788563
Cd1d1	Cd1d1	0.0020156921171630557	0.0024765988037311368
Stat6	Stat6	0.002000441933340975	0.002273117244602184
Dapk1	Dapk1	0.0019979999799640638	0.0036910450493111563
Yif1a	Yif1a	0.0020011682374427445	0.01930113392543857
Fmnl1	Fmnl1	0.0020025221597582687	0.003129359198395274
Umps	Umps	0.001999507865075592	0.005560427961446843
Rabl3	Rabl3	0.001996480875786032	0.0024189251389998114
Srf	Srf	0.00200264766256117	0.0058700461513944225
Atg3	Atg3	0.0020000699945189842	0.002038233066668393
Lyz2	Lyz2	0.004196718423648088	0.03234447349427301
Cblc	Cblc	0.002029762373666206	0.00349531044414039
Tjap1	Tjap1	0.002119079244179264	0.024922559789306735
Rbl2	Rbl2	0.001997196633768282	0.0020463193079662528
Pdk2	Pdk2	0.0020001126955616097	0.0020000292612375116
Dmxl1	Dmxl1	0.0019987138640475007	0.008249029275566063
Clic4	Clic4	0.002929713739867623	0.00973997354267185
Ptgr2	Ptgr2	0.004714402589177217	0.004929241023485816
Gtf2i	Gtf2i	0.0021649402992407266	0.004017159750616455
Kdm6a	Kdm6a	0.002001901116949558	0.0030207964059293796
Kif5c	Kif5c	0.0019992175642363414	0.002034279004921389
Trib2	Trib2	0.01219504821377714	0.014799955074847613
Amot	Amot	0.0020060065826259473	0.0029858655383901323
Dda1	Dda1	0.0020019901846588693	0.002924280198673589
Fads3	Fads3	0.0020020257181268815	0.00435846107109018
Irs2	Irs2	0.0020061141501063365	0.003811922964569102
Synj1	Synj1	0.001998285591700478	0.01071890579171701
Efr3b	Efr3b	0.002001447796583251	0.003929690750377213
Becn1	Becn1	0.0023170612672239648	0.006580612270542616
Ube2a	Ube2a	0.0020034863466972196	0.01333288921918927
Ptprk	Ptprk	0.002000978956478389	0.011040941939867118
Rp9	Rp9	0.001996718012100439	0.017607619335017213
Bbs1	Bbs1	0.0020041749967100396	0.0037926319485945812
Aip	Aip	0.002002438501545472	0.00896342103040001
Zfp28	Zfp28	0.0020141592422756567	0.053572430497558714
Klf3	Klf3	0.0020092383499964576	0.002009502463359898
Lima1	Lima1	0.004675774983938753	0.005633066721180781
Rpn1	Rpn1	0.002208121131085301	0.011847030062400593
Phtf1	Phtf1	0.0019987325951074143	0.0021014187200550706
Cog8	Cog8	0.002000722862347533	0.005157126670146317
Gorab	Gorab	0.0019995861460360424	0.044034547934936906
Syn3	Syn3	0.0025166224316677324	0.01529046758671977
Fancg	Fancg	0.001998952959970702	0.002354987431110992
Sntg1	Sntg1	0.0020040079139534935	0.004732992413163265
Foxc1	Foxc1	0.002008544831290196	0.057845726926434075
Rhno1	Rhno1	0.001998683375202188	0.010303199922847213
Abcg2	Abcg2	0.007056663597140204	0.016421431590246127
Pcgf3	Pcgf3	0.001999065028882646	0.004455286360149796
Ubc	Ubc	0.004724443492925777	0.020139967416421337
Wnt9a	Wnt9a	0.0020009869527323402	0.002424550466607445
Cenpa	Cenpa	0.00201901404823545	0.09112816961790461
Rnd2	Rnd2	0.0020088953124397877	0.002022629847931556
Nop56	Nop56	0.0033443946547420454	0.0033460397819773877
Fmr1	Fmr1	0.001998281557860661	0.0020011356374840116
Mthfs	Mthfs	0.002027544422618212	0.011542346441303598
Thoc6	Thoc6	0.0020002012442906915	0.009668934922717011
Brap	Brap	0.0032207122530110003	0.003938439797915911
Pclo	Pclo	0.0020028813740095752	0.005650646436402393
Mlc1	Mlc1	0.0021761509881365313	0.013671058572269884
Wdr55	Wdr55	0.001998361274496876	0.007094447642231611
Ercc3	Ercc3	0.0019982382204594977	0.0024262773012544057
Desi1	Desi1	0.0020003804584301163	0.0022532094006891723
Zfp69	Zfp69	0.0020025670403714187	0.06348110513670206
Zic2	Zic2	0.002006396179283463	0.06914708321587602
Stk25	Stk25	0.0020008815896829847	0.004675965322602282
Il2rg	Il2rg	0.0020189381860277436	0.010896020296036021
Tec	Tec	0.011260745391220586	0.024905886427968555
Irf6	Irf6	0.002004901228555809	0.0027591444237797065
Ccnd3	Ccnd3	0.0021821893853926546	0.025190745454682213
Emc1	Emc1	0.002002302203197146	0.0050569458784554735
Mta2	Mta2	0.0019976778268127075	0.0022980647321622152
Fli1	Fli1	0.0020080984249882306	0.05354607421843294
Ubap2	Ubap2	0.001997826785670918	0.002618535335853381
Asf1a	Asf1a	0.0020058651393102347	0.0020176363192136474
Vav2	Vav2	0.009353966077622497	0.014610402268280927
Ago2	Ago2	0.005609717288165712	0.005813894110406248
Cd72	Cd72	0.0020052374028134484	0.005252434640976207
Clip2	Clip2	0.0019976134434808055	0.0023172377931171464
Ahi1	Ahi1	0.00199789902905598	0.0027157070874392355
Bend6	Bend6	0.0052596525242230106	0.005512196737059935
Ptprq	Ptprq	0.0020270491078715363	0.06560281677967134
Igf2	Igf2	0.0020333898845446585	0.030272841953530277
Cabyr	Cabyr	0.0020156273075711347	0.0020190758024914
Msh2	Msh2	0.0024789251381178456	0.004642386515434157
Clpp	Clpp	0.0019995286454812934	0.004283254245253341
Ncoa2	Ncoa2	0.0019974220719665074	0.0021140244454698094
Opa1	Opa1	0.0019978695943403636	0.005149329293586684
Spdef	Spdef	0.002004570520729686	0.012872816908170891
Vav3	Vav3	0.001999984341230104	0.0026123986864477877
Ocrl	Ocrl	0.0019987624876313926	0.0027750521538065683
Rab4a	Rab4a	0.0020017285026057764	0.0021018095850022685
Ttll4	Ttll4	0.002014125836811527	0.002673409215174048
Idi1	Idi1	0.002004351851911636	0.03951414986711224
Msl1	Msl1	0.0019968292732941706	0.0053016860689984145
Tlr2	Tlr2	0.002000869685913428	0.014981003671835741
Efhd2	Efhd2	0.0019967209420719695	0.003295769919823305
Mcm7	Mcm7	0.002011343598901879	0.06150813922115413
Ncor1	Ncor1	0.0019979809548700766	0.0034569958317742524
Grtp1	Grtp1	0.002007974993514131	0.029717136088741176
Cnot7	Cnot7	0.001998129560462929	0.0034022631505835543
Crbn	Crbn	0.001997092832081757	0.0020696025666717185
Micu2	Micu2	0.0020022637171790217	0.007917623783474149
Ksr2	Ksr2	0.0019996494684482737	0.002082432517857085
Cpeb1	Cpeb1	0.0020540500390150043	0.006634311962063161
Cdc23	Cdc23	0.002599744128225531	0.0032414978711359245
Azin2	Azin2	0.0021254678392409725	0.0037891769075750416
Dner	Dner	0.0023167943958624358	0.002488861145943563
Evl	Evl	0.002000972614292514	0.004286518712720168
G0s2	G0s2	0.0020095851909631398	0.0048646544807882585
Blvrb	Blvrb	0.0020009995289627055	0.007876066688413716
Tbk1	Tbk1	0.0019989047988752642	0.0070957938790373485
Rac3	Rac3	0.002001729831077142	0.005638692128325953
Lca5	Lca5	0.027484030149750583	0.17171635468729102
Sf3b1	Sf3b1	0.0020024476342161684	0.010049486489636392
Pax1	Pax1	0.002030420118266168	0.0029067318628268773
Phf7	Phf7	0.001998549679841835	0.01055999233465128
Rnf10	Rnf10	0.0019978952770609267	0.007629219771546412
Nmt1	Nmt1	0.002000821292191923	0.0022196504798445912
Irf9	Irf9	0.07626384352808264	0.012590536076527435
Ptov1	Ptov1	0.002002023476211326	0.005600537643409483
Frem1	Frem1	0.0020154089743600373	0.009980089801753704
Mta1	Mta1	0.001999297135235785	0.0025960356546177272
Grm1	Grm1	0.0020591489015296728	0.012541177453662108
Nrip2	Nrip2	0.0020019537669880775	0.0020984612214206308
Rsrc1	Rsrc1	0.002003537889939584	0.003692491841204472
Ska3	Ska3	0.007263789949249568	0.012897164750759294
Drd2	Drd2	0.001996615453824379	0.012962453271741285
Rcan1	Rcan1	0.0020014065326261748	0.005824522453119189
Taf5l	Taf5l	0.002000701380512798	0.008370526339116639
Nck1	Nck1	0.0019996930219775846	0.006443409360283524
Mycbp	Mycbp	0.0020003550825024316	0.013084014821366112
Capg	Capg	0.002798279290041023	0.004057256844388653
Bcar1	Bcar1	0.0019976806332660233	0.011528928272668397
Mkks	Mkks	0.003603698219946916	0.01205308192299592
Sox4	Sox4	0.007190886730560304	0.008123936102733832
Nfam1	Nfam1	0.0020251300355989543	0.012350264148245213
Iws1	Iws1	0.0019971894397746437	0.016888824882063943
Sphk2	Sphk2	0.005873488059062021	0.005976285455469206
Ets1	Ets1	0.0019980260845556368	0.00514010854165759
Esr1	Esr1	0.0020034862097900574	0.0021210139896446372
Arl1	Arl1	0.0019986285259954244	0.00497423815556805
Tpp2	Tpp2	0.0020014268512856025	0.002682104076839975
Taf4b	Taf4b	0.0020070697906777453	0.004478576302695906
Prdx5	Prdx5	0.0019970876587554185	0.0024627070552767976
Rab19	Rab19	0.00202946787685972	0.00238324743093718
Elk4	Elk4	0.0020020873860612087	0.011566249230342298
Kcna4	Kcna4	0.001996412398433432	0.004327914088162427
Ggn	Ggn	0.0020160350642484653	0.0047715198791322974
Rxrb	Rxrb	0.002108852536678495	0.0054071863669727886
Smc4	Smc4	0.0020013786953223998	0.0033953355065197135
Inadl	Inadl	0.0028551077444373906	0.013134626511867269
Cebpz	Cebpz	0.001997598324539698	0.009080129513061645
Pth1r	Pth1r	0.007176618425885564	0.00999442364168284
Cpne8	Cpne8	0.002001978712584947	0.003831457111959717
Lsamp	Lsamp	0.002001498178430154	0.01425125214554405
Gdf5	Gdf5	0.002113776706909955	0.3374539254244808
Nr1d1	Nr1d1	0.0934456853895221	0.10081063245266306
Psmd5	Psmd5	0.002781623395536576	0.004261501552971931
Cd22	Cd22	0.0020307307363348136	0.011451889991352049
Tox3	Tox3	0.0020005297423226747	0.002711144118512359
Acadl	Acadl	0.0019990458986078523	0.0020036610134507612
Hck	Hck	0.004680689555284111	0.023257487271581306
Wnt6	Wnt6	0.002009210684626934	0.00903667292717838
Oas1b	Oas1b	0.04997500593941679	0.03074211996823581
Msrb2	Msrb2	0.001998622776717548	0.002291464603521345
Sgk3	Sgk3	0.0019977696645068575	0.0020366321590484194
Pax8	Pax8	0.0026518213237214745	0.01691214899040538
Fgfr2	Fgfr2	0.0020160348457765446	0.01513625737978707
Bend3	Bend3	0.0020099274040145643	0.02467920142579174
Nsun7	Nsun7	0.002036558556201305	0.009760158358039586
Hmgn1	Hmgn1	0.002001692994729028	0.0020065155215966296
Btla	Btla	0.002004414282183717	0.003266190207371001
Glyr1	Glyr1	0.001996730957473595	0.0027363174707514264
Cd4	Cd4	0.002049187928729735	0.03327756012488713
Podn	Podn	0.002013731429029998	0.014605473334984648
Cdc7	Cdc7	0.0020018958219230657	0.0028832659211275886
Thap7	Thap7	0.002002092051224905	0.0031730335632363
Ccar1	Ccar1	0.002000616256748065	0.002834065831655566
Phip	Phip	0.0026123062512933073	0.02882366303983369
Tusc1	Tusc1	0.0020094640074433006	0.0024219878775213716
Rere	Rere	0.0033868359769803403	0.05148390268073181
Pcsk4	Pcsk4	0.0020279881779303017	0.05489995897684829
Gmppb	Gmppb	0.0032742830603405947	0.003275976220728579
Rnpc3	Rnpc3	0.0020015631552254983	0.013530591995061769
Med26	Med26	0.0020011409092578875	0.0036169599842299973
Pdia2	Pdia2	0.0019981248861505358	0.06691238804367176
Swi5	Swi5	0.002108322450133361	0.0042961419179640605
Ptprg	Ptprg	0.006366951077360839	0.015025712730492373
Batf3	Batf3	0.006261352968958094	0.035269600525288845
Dact1	Dact1	0.002002549766406866	0.006356287239546042
Mul1	Mul1	0.0019983061524183315	0.002042755317511318
Mat2b	Mat2b	0.004437057285066753	0.004443970818100107
Sav1	Sav1	0.002000955294686309	0.008339381491915992
Nxt1	Nxt1	0.002012977037241132	0.0029649707418074583
Id1	Id1	0.012498365795924168	0.04904607879357794
Pdcd4	Pdcd4	0.003262014448059919	0.003478439486837784
Sltm	Sltm	0.0019962563753281276	0.02260376539922271
Dlx4	Dlx4	0.0020283028846377754	0.00891485481701118
Rcor3	Rcor3	0.0020011514095531957	0.010739754338391354
Sdc3	Sdc3	0.010423607475758151	0.026224571612890712
Zeb2	Zeb2	0.01354803955012767	0.007964894035359105
Nrbf2	Nrbf2	0.002006815890919351	0.04892589815057631
Lsm12	Lsm12	0.0020071049475406818	0.004523556427692275
Nek2	Nek2	0.0020459399512705347	0.014453941574309818
Ddx28	Ddx28	0.002003305540099436	0.0043184180905608115
Paf1	Paf1	0.0020029398302785287	0.007583885073044143
Kif3b	Kif3b	0.0019968363789277105	0.0023459429484648346
Trpm7	Trpm7	0.001999170172007525	0.00524436737335987
Mcf2l	Mcf2l	0.004566597112409469	0.020708382200778575
Psme2	Psme2	0.03980496697157964	0.009677700342187723
Lck	Lck	0.00200737671282894	0.002389517558551613
Ccnt1	Ccnt1	0.001999198726902367	0.01051688486577932
Ipo13	Ipo13	0.002001535291892944	0.002312703234582196
Ddx54	Ddx54	0.001998761318742289	0.0021241047023023507
Il1b	Il1b	0.002113019085038248	0.024568575021859603
Uck1	Uck1	0.002002463984908278	0.002047502142835589
Chd1l	Chd1l	0.001999657843438111	0.002159438180998764
Pak6	Pak6	0.002012825310731035	0.06512347789809286
Casz1	Casz1	0.0019967372435518763	0.00892250807908243
Ndst1	Ndst1	0.0020035481953925337	0.006450624671206097
Mapk3	Mapk3	0.0020013234634719476	0.005897794248518864
Abca6	Abca6	0.002001403998390701	0.006393632577980645
Traf1	Traf1	0.0020177240440349548	0.002989201380733179
Lsm7	Lsm7	0.0020085470449479757	0.002544727524388652
Glrb	Glrb	0.002101698879863456	0.0021030247534494645
Prdm6	Prdm6	0.001999511169308048	0.027085232969509942
Gmeb1	Gmeb1	0.0019964636704130163	0.0021485521389802463
Ap3b1	Ap3b1	0.0019969687508928934	0.002477870939160038
Dpm2	Dpm2	0.0020028526229253656	0.021531717305959135
Prnd	Prnd	0.001997357603973574	0.04685277199646416
Taf12	Taf12	0.0020028625498947584	0.003141649739799659
Fzd4	Fzd4	0.0032428374578097286	0.003247677901592477
Nop2	Nop2	0.001997363346445541	0.013964483411985503
Pcgf1	Pcgf1	0.0020043592602700705	0.03366322191931628
Nmi	Nmi	0.014618782338343468	0.003267508993303804
Ppara	Ppara	0.0020023505288478062	0.0024047799061769856
Mob1a	Mob1a	0.002004282636735367	0.008710427609468378
Rcn2	Rcn2	0.00200063034598439	0.002000488563013377
Dctn1	Dctn1	0.0019977238546792305	0.0021145427053405326
Vps11	Vps11	0.0020007117901994294	0.011439508842703996
Mmp2	Mmp2	0.004620397946931461	0.018288548901616044
Neil2	Neil2	0.0019968919071908005	0.0024754921743370033
Cdc37	Cdc37	0.00259862806253818	0.005522678944695499
Bmx	Bmx	0.0020062504737080613	0.004870155540379538
Asxl1	Asxl1	0.001997106120723011	0.003177861596814832
Calca	Calca	0.11462916055926364	0.12032357438034247
Dph2	Dph2	0.0019998330973826335	0.0022627354875324585
Sost	Sost	0.002125194433957547	0.00284658359369588
Twsg1	Twsg1	0.0020022738079531603	0.007947173407109546
Ppm1f	Ppm1f	0.0020001041861138365	0.0030189448627417665
Ubb	Ubb	0.001998013997580063	0.0121861538374495
Mnt	Mnt	0.0019967601168133153	0.0030721427154423897
Ostm1	Ostm1	0.001996765482697338	0.0035016104048869795
Rsbn1	Rsbn1	0.001999108952664358	0.0057448425447869786
Zmym2	Zmym2	0.0019990504641160065	0.002026514192080592
Cotl1	Cotl1	0.015472041055187812	0.018981913543809
Bax	Bax	0.0020068550685960187	0.0054766032723062765
Prr12	Prr12	0.001997291871587248	0.0024653293126009773
Wdr48	Wdr48	0.002000000488731412	0.0024453133809784937
Aqp2	Aqp2	0.0020793057340837045	0.028587237867926205
Sumo2	Sumo2	0.0061853257812215815	0.025244111878381756
Sik2	Sik2	0.004568652659859217	0.004630602039887385
Elf4	Elf4	0.0020164803738324717	0.02532022920432103
Kif4	Kif4	0.0020005281790982598	0.05100492291502412
Ralb	Ralb	0.001998570010156608	0.0021033378485525783
Usp9x	Usp9x	0.00442500777207257	0.004495572344783694
Per1	Per1	0.010879443783141856	0.028954263663373624
Socs3	Socs3	0.002011547614629097	0.008265571729004785
Sun1	Sun1	0.0019971967961918413	0.015147390589838255
Rfc4	Rfc4	0.002005726920758362	0.01596634679553158
Srrt	Srrt	0.0027843550315852753	0.003375932268300191
Fem1c	Fem1c	0.00199689562039501	0.0021388468826987394
Pgam1	Pgam1	0.0020012211934119653	0.0024802281488177113
Magi1	Magi1	0.00199979271035215	0.0026785077513206837
Asb3	Asb3	0.002004170484750432	0.002040268452152042
Vps53	Vps53	0.0019988619616171264	0.004768480556786282
Gnb5	Gnb5	0.002001497850039138	0.0052107503361081865
Lax1	Lax1	0.0020162338350294532	0.01486933813009342
Foxf1	Foxf1	0.0020016399816274776	0.00390422123339546
Exoc1	Exoc1	0.001996890641501229	0.004836877900889871
Hltf	Hltf	0.002219486883656652	0.007236068375435301
Cdc26	Cdc26	0.00200312008484107	0.0107670324023135
Cul4b	Cul4b	0.0028878998103126128	0.01847396587799107
Dnmt1	Dnmt1	0.009329144463274555	0.037698707852191184
Rmi2	Rmi2	0.002054871148934417	0.0388728850423756
Ubfd1	Ubfd1	0.0019999657988247596	0.00965218528306481
Cubn	Cubn	0.0020169996652492283	0.011778744895829255
Eif3l	Eif3l	0.002001087735215027	0.0032901994163019193
Mpnd	Mpnd	0.002000148882958754	0.004146422987206114
Foxp1	Foxp1	0.0019964989044854854	0.02852588329758071
Arpin	Arpin	0.001998264332907488	0.0021655261979650364
Med1	Med1	0.001998981213016097	0.0025275496770651787
Lin7b	Lin7b	0.002003388742169574	0.01171011730846326
Ubp1	Ubp1	0.00200064795595287	0.019083023262543835
Meis2	Meis2	0.002340382932649376	0.002712780475789778
Tfec	Tfec	0.002025320888292191	0.006369582473067065
Cd68	Cd68	0.0020176326458467096	0.009368812643291256
Sik1	Sik1	0.0020132124638760035	0.0027297285178729774
Mbd1	Mbd1	0.0028460523439639697	0.004726278550849369
Ahrr	Ahrr	0.002022685719325509	0.005545236998500157
Hint1	Hint1	0.00200083300920229	0.0023848224756399684
Rap1a	Rap1a	0.007464966071079295	0.007507275504017443
Tnik	Tnik	0.002002469486765288	0.00200293737472122
Hace1	Hace1	0.0019977568402819727	0.003117054722753546
Ush1g	Ush1g	0.0020092418744097466	0.004705488224226952
Mylk3	Mylk3	0.002029090367365141	0.05042859930352009
Pkn3	Pkn3	0.0019964379441738053	0.005155114619468011
Rtkn	Rtkn	0.002002149303599288	0.003716149559344971
Gab1	Gab1	0.002001637595396135	0.0020808297824968605
Kmt2e	Kmt2e	0.001999670759521704	0.01292815591542936
Six6	Six6	0.0020239196452963622	0.0020441787509155574
Loxl2	Loxl2	0.0020150520849896744	0.0036467677654675483
Gbp2	Gbp2	0.012277629652455534	0.0037123906564030416
C1qb	C1qb	0.018618349523482815	0.002005735598645225
Saraf	Saraf	0.0019966887824952595	0.006783732718927938
Aatf	Aatf	0.0020061071408612346	0.002444177140843304
Hacd1	Hacd1	0.0019968294075187075	0.01714031411653751
Drg1	Drg1	0.001996777898590007	0.015318709386779131
Ddx5	Ddx5	0.001996439432206854	0.02731825003944031
Dctn2	Dctn2	0.0019970847291330973	0.0019972337008950375
Rtn4	Rtn4	0.0019991167802442997	0.0020000804721687967
Atf7	Atf7	0.0019969116145202885	0.005965971945312199
Ikzf3	Ikzf3	0.0020144500363585933	0.05051430139237233
Rock1	Rock1	0.0020050158259792296	0.002746638663560433
Trib3	Trib3	0.0020074851699791317	0.019027437504220007
Nolc1	Nolc1	0.001996925294483676	0.0027800788700273224
Znfx1	Znfx1	0.03578990020064588	0.0037018419244374263
Srr	Srr	0.0020035387681955367	0.0038654755422899145
Mycn	Mycn	0.001998670297711889	0.009861873458812905
Npm2	Npm2	0.0020724268454169817	0.003567377821723838
Litaf	Litaf	0.022082951673094337	0.034937442620922486
Syn1	Syn1	0.001999521476146476	0.0021362973951502516
Il1a	Il1a	0.002000851320343625	0.014561435242551247
Gna13	Gna13	0.0019997044271594516	0.00319383418395647
Pgs1	Pgs1	0.001996918882044005	0.007570199789967327
Cdk16	Cdk16	0.0019974622893593526	0.0026870795487532874
Sntg2	Sntg2	0.001996698415258637	0.02833802573143759
Ubap1	Ubap1	0.0020029716382473474	0.0023305398706606924
Ccne1	Ccne1	0.002219080506342081	0.00476314003797889
Ryr1	Ryr1	0.0020399454565082245	0.0053744997283211105
Rab12	Rab12	0.001997134204655566	0.002321756182346425
Fkbp7	Fkbp7	0.0020041410776554707	0.0020123351970761454
Snx12	Snx12	0.0020003705794391442	0.0026096008638022937
Ttc9b	Ttc9b	0.0019992658200136204	0.01531627391211958
Pygb	Pygb	0.0020009710765145285	0.008331092693002256
Fbxw4	Fbxw4	0.0020057117014376166	0.0037960204428627133
Vta1	Vta1	0.0020005808578521466	0.02416558489104137
Spag5	Spag5	0.006208098862377724	0.0677383508508059
Rab5b	Rab5b	0.0019970467723186285	0.0022377683513490555
Fhdc1	Fhdc1	0.026749945293162686	0.027023732119195107
Ppia	Ppia	0.0020001856521269248	0.009690459422910433
Bap1	Bap1	0.0019966493579134117	0.007634641868463139
Myef2	Myef2	0.0021842886537834657	0.002275562586646041
Kcne4	Kcne4	0.002019195135924804	0.002710373016453229
Ech1	Ech1	0.001997348535102589	0.008432349746788212
Terf1	Terf1	0.002270708579125193	0.0031427517161060968
Uba1y	Uba1y	0.0020059096190071395	0.0020882516875436914
Gfpt1	Gfpt1	0.0020004723524492873	0.0025269144570382557
E2f8	E2f8	0.0020276449033697383	0.10226289445407676
Naa10	Naa10	0.0019998824137441246	0.012276703426002525
Calr3	Calr3	0.0020167654932648806	0.0026292929398185547
Nfyc	Nfyc	0.0019978957662380717	0.011046456400740153
Fbxw8	Fbxw8	0.0019968039580735538	0.0028505092102793107
Nck2	Nck2	0.012167970397279649	0.015101225687519723
Anks6	Anks6	0.0020037761928331736	0.015826327886269975
Trim8	Trim8	0.0020005239020091116	0.0026917534654393206
Srpk3	Srpk3	0.0020078920569520232	0.053792112542834246
Trpm8	Trpm8	0.0034163984335133157	0.013311171730458095
Csrp1	Csrp1	0.001997782039211117	0.0020456971393492092
Akap5	Akap5	0.0020280741556330697	0.01066624962201478
Il6ra	Il6ra	0.08076807956764454	0.11592745457193923
Tnnt3	Tnnt3	0.0020872252480857775	0.015891362308517655
Rgs14	Rgs14	0.003178363696000912	0.0042151086453266805
Syne2	Syne2	0.0020016311793721224	0.007934769479128127
Ano1	Ano1	0.002000432730524649	0.003918573161680799
Surf4	Surf4	0.001998189424804806	0.022300279356891817
Blmh	Blmh	0.0019989485842745163	0.0059835707851027915
Styx	Styx	0.0020031547462498137	0.0030835962942612986
Nol10	Nol10	0.001998964475660141	0.002770766975229665
Las1l	Las1l	0.0019977895734125143	0.002400759953640752
Rab1b	Rab1b	0.001998337568840958	0.005592248720479967
Flrt3	Flrt3	0.001998976376398688	0.016171898825715597
Eif3f	Eif3f	0.0031461610588054256	0.0031644592060382807
Slpi	Slpi	0.11334259259261782	0.342512743288525
Kcmf1	Kcmf1	0.0020002480053688044	0.008281353192934417
Fes	Fes	0.0020180312847268497	0.046852113864366204
Elk3	Elk3	0.002001290290762369	0.0020009631085584714
Snf8	Snf8	0.0026674319695849926	0.0028780139930163033
Lyz1	Lyz1	0.0020203402861753393	0.0022149494873066273
Trnp1	Trnp1	0.001998214742547219	0.0064357239630325625
Atr	Atr	0.002854652860544631	0.00292130255368329
Spef2	Spef2	0.002056797810429982	0.022628820164832975
Pacrg	Pacrg	0.0019973688918410713	0.002010019451387267
Sh2b1	Sh2b1	0.001998694329707278	0.005681010473917788
Thy1	Thy1	0.002274703154820399	0.007885778289697776
Irf1	Irf1	0.051895484910972726	0.004459308844480118
Rbm34	Rbm34	0.002008912389053374	0.003483035865471364
Lnx2	Lnx2	0.0020019964751697445	0.0028806382024212144
Ptma	Ptma	0.0019982093344923417	0.008759379341023964
Ncf2	Ncf2	0.002006838879790626	0.002209874541044463
Vps72	Vps72	0.001998195051938498	0.002352915257830865
Six2	Six2	0.0020475396267457925	0.03365964800630975
Orc3	Orc3	0.001998520770897263	0.0019988967134165507
Bdnf	Bdnf	0.214132755698829	0.28089427458128086
Arnt2	Arnt2	0.004620164726647566	0.005707925510176614
Vps36	Vps36	0.002000278876028374	0.018228839110087682
Adrm1	Adrm1	0.0025520008882601933	0.003887090892947327
Ap3d1	Ap3d1	0.001998875946637702	0.0024177347776328027
Lsm5	Lsm5	0.0020292171591068378	0.0034453862840308175
Lasp1	Lasp1	0.0035217829440584523	0.009215103637301613
Agap2	Agap2	0.001999336363642236	0.013665029737878415
Cyb5b	Cyb5b	0.0019983518961915175	0.006356479388326596
