source	target	score
YNL062C	YJL125C	0.757276699760398
YBR160W	YJL187C	0.757276699760398
YER107C	YMR047C	0.75726481497558
YJL006C	YKL139W	0.757252930004236
YBR088C	YDR097C	0.757252930004236
YJL092W	YER095W	0.7572331213041329
YHR016C	YOR181W	0.757205388253412
YPL240C	YBR155W	0.757205388253412
YKR026C	YLR291C	0.7571855783095709
YHR107C	YDL225W	0.7571380323296409
YMR231W	YDL077C	0.757126145368128
YOR123C	YOL145C	0.757118220623437
YDL134C	YAL016W	0.7571023708852058
YJL036W	YDL113C	0.7571023708852058
YNL207W	YOR145C	0.757070670413271
YNL207W	YPL266W	0.757070670413271
YER148W	YDR145W	0.757070670413271
YOR290C	YMR033W	0.757070670413271
YGR274C	YML015C	0.757058782394075
YKR008W	YLR357W	0.757058782394075
YEL032W	YBL023C	0.7570389686139021
YMR109W	YOR181W	0.7569438552495159
YJL041W	YIL115C	0.7569359285963381
YDL108W	YPR025C	0.756916111600222
YHR034C	YPL235W	0.756904221153509
YOR117W	YDR394W	0.7568883669339879
YLR197W	YOR310C	0.7568844033272192
YBR109C	YDR356W	0.756769449700502
YPL240C	YGR123C	0.756717913095759
YER112W	YJL124C	0.756706019534667
YBR202W	YLR103C	0.756702054972761
YIL150C	YGL201C	0.7566861965174201
YCR094W	YAL026C	0.756670337729714
YNL261W	YPR162C	0.756666372980853
YLR229C	YDR309C	0.756658443420808
YLL039C	YER143W	0.7566544786096229
YER012W	YFR050C	0.7566465489249259
YIL075C	YHR027C	0.7566425840514129
YOR123C	YGL244W	0.7566267243495959
YGR083C	YDR211W	0.7566267243495959
YCR077C	YBL026W	0.7566267243495959
YCR057C	YLR222C	0.7566148293550691
YBL050W	YOR106W	0.7566148293550691
YPL016W	YOR290C	0.756602934173533
YHR099W	YFL024C	0.756602934173533
YBR247C	YNL207W	0.756602934173533
YLR015W	YPL138C	0.756602934173533
YDL140C	YJR017C	0.7565791432494029
YKL196C	YMR197C	0.756527593680495
YKL145W	YGR232W	0.7565156971272969
YIL046W	YDL132W	0.7565156971272969
YGL092W	YGL100W	0.7564998347653492
YLR148W	YDR080W	0.7564998347653492
YBR198C	YMR005W	0.7564998347653492
YBL023C	YGL201C	0.756487937775613
YGR103W	YMR290C	0.756487937775613
YOR332W	YHR039C-A	0.7564641432348259
YPR120C	YLR079W	0.7564641432348259
YDR489W	YOL146W	0.75644034794556
YOR136W	YNL037C	0.756436381991242
YJL092W	YBR088C	0.756388788917446
YDL064W	YOR156C	0.756372923894027
YPR119W	YGL003C	0.756309460472365
YHR118C	YML065W	0.756309460472365
YDR477W	YER129W	0.756309460472365
YER025W	YLR215C	0.7562896270609559
YBR127C	YDL185W	0.7562896270609559
YIL147C	YDL235C	0.756273759957332
YCR035C	YGR095C	0.756253925609646
YPL240C	YDR168W	0.75618648493609
YOR026W	YJL013C	0.7561587134986941
YDL126C	YDR049W	0.756123005866109
YOR260W	YJR007W	0.756123005866109
YIL035C	YOR061W	0.756115070607642
YJR050W	YLL036C	0.756107135265896
YFL024C	YGR002C	0.756107135265896
YKL022C	YFR036W	0.756107135265896
YLR357W	YDR303C	0.756107135265896
YMR047C	YLR347C	0.7560714251973821
